246,231.5,269.5,231.5,269.5,208.5,246,208.5
246.38,200.77,246.38,223.76,269.9,223.75,269.89,200.76
246.26,193.73,246.27,216.71,269.79,216.7,269.78,193.72
246.76,189.07,246.78,212.04,270.31,212.03,270.3,189.06
247.77,185.58,247.79,208.54,271.33,208.52,271.32,185.56
247.52,182.84,247.54,205.79,271.1,205.77,271.08,182.82
248.28,183.1,248.3,206.04,271.87,206.01,271.85,183.07
248.95,183.52,248.98,206.45,272.56,206.42,272.54,183.49
250.12,186.34,250.16,209.26,273.75,209.22,273.72,186.31
249.67,191.41,249.71,214.32,273.31,214.28,273.28,191.37
250.55,197.49,250.59,220.38,274.21,220.34,274.17,197.44
251.93,203.06,251.98,225.95,275.61,225.9,275.56,203.01
252.31,214.13,252.36,237.01,276,236.96,275.96,214.08
252.5,211.06,252.56,233.93,276.21,233.87,276.16,211
253.19,196.39,253.25,219.25,276.92,219.19,276.86,196.33
253.26,184.97,253.32,207.82,277,207.75,276.94,184.91
253.33,175.05,253.39,197.89,277.08,197.82,277.02,174.98
254.89,166.38,254.96,189.21,278.66,189.13,278.59,166.31
253.46,161.71,253.53,184.53,277.24,184.45,277.17,161.63
253.11,155.69,253.18,178.5,276.91,178.42,276.83,155.61
252.86,153.08,252.94,175.87,276.67,175.78,276.6,152.99
253.23,149.96,253.31,172.74,277.06,172.65,276.98,149.86
253.61,148.84,253.69,171.62,277.46,171.52,277.37,148.74
253.98,151.22,254.07,173.99,277.85,173.89,277.76,151.12
254.36,153.6,254.45,176.36,278.24,176.25,278.14,153.5
253.88,157.89,253.98,180.64,277.78,180.53,277.68,157.78
254,162.38,254.1,185.11,277.91,185,277.81,162.26
254.62,168.86,254.73,191.59,278.55,191.47,278.45,168.74
255.08,177.35,255.19,200.06,279.02,199.94,278.91,177.23
254.79,188.84,254.9,211.54,278.75,211.41,278.63,188.71
254.49,200.32,254.61,223.02,278.47,222.88,278.35,200.19
256.22,213.49,256.35,236.17,280.22,236.03,280.09,213.35
256.86,216.75,256.98,239.43,280.86,239.28,280.74,216.61
258.11,204.89,258.24,227.56,282.14,227.41,282.01,204.75
259.37,191.7,259.5,214.35,283.41,214.2,283.28,191.55
260.63,184.5,260.77,207.15,284.68,206.99,284.55,184.35
261.89,177.31,262.03,199.94,285.96,199.78,285.81,177.15
263.46,172.2,263.61,194.82,287.55,194.66,287.4,172.04
265.04,167.09,265.19,189.7,289.14,189.53,288.99,166.92
264.74,164.86,264.9,187.46,288.86,187.29,288.71,164.68
266.45,162.79,266.6,185.38,290.58,185.2,290.42,162.61
268.15,164.47,268.31,187.05,292.3,186.87,292.14,164.29
269.85,166.15,270.02,188.72,294.02,188.54,293.85,165.97
270.99,170.47,271.16,193.03,295.17,192.84,295,170.28
272.12,174.79,272.29,197.34,296.32,197.14,296.15,174.59
273.25,179.1,273.43,201.65,297.47,201.45,297.29,178.91
275.56,189.09,275.74,211.62,299.79,211.42,299.61,188.88
277.61,198.57,277.79,221.09,301.85,220.89,301.67,198.36
275.66,188.06,275.85,210.57,299.92,210.36,299.73,187.84
272.1,174.67,272.29,197.17,296.37,196.95,296.18,174.45
266.53,160.98,266.73,183.47,290.83,183.24,290.63,160.75
263.47,151.91,263.67,174.39,287.78,174.16,287.58,151.68
260.41,142.84,260.61,165.31,284.73,165.08,284.53,142.61
257.35,135.78,257.56,158.24,281.69,158,281.48,135.54
254.28,128.71,254.5,151.16,278.64,150.92,278.43,128.47
250.69,124.48,250.91,146.92,275.06,146.68,274.85,124.24
247.09,121.45,247.31,143.88,271.48,143.63,271.26,121.2
242.5,119.17,242.72,141.59,266.9,141.34,266.68,118.92
240.24,120.39,240.46,142.8,264.66,142.54,264.43,120.13
236.47,122.36,236.71,144.76,260.91,144.5,260.68,122.1
232.71,124.33,232.95,146.72,257.16,146.45,256.93,124.06
228.67,130.57,228.91,152.95,253.14,152.68,252.9,130.3
224.73,136.92,224.97,159.29,249.21,159.01,248.97,136.65
222.41,145.64,222.66,168,246.91,167.72,246.66,145.36
218.76,157.03,219.01,179.38,243.27,179.1,243.02,156.75
215.11,168.42,215.36,190.76,239.64,190.47,239.38,168.13
211.46,179.81,211.72,202.14,236,201.84,235.74,179.51
206.41,198.03,206.68,220.35,230.98,220.05,230.71,197.73
203.47,190.35,203.74,212.66,228.05,212.35,227.78,190.05
203.9,181.79,204.18,204.09,228.5,203.78,228.23,181.49
202.34,178.57,202.61,200.86,226.95,200.55,226.67,178.26
200.77,175.35,201.05,197.63,225.4,197.31,225.12,175.04
199.2,172.13,199.48,194.4,223.84,194.08,223.56,171.81
199.15,170.9,199.44,193.16,223.81,192.83,223.52,170.58
196.9,170.47,197.19,192.72,221.57,192.39,221.28,170.15
196.89,173.8,197.19,196.03,221.58,195.7,221.29,173.46
196.89,177.12,197.19,199.34,221.6,199.01,221.3,176.78
194.39,181.44,194.69,203.66,219.11,203.31,218.81,181.1
193.88,188.26,194.19,210.47,218.62,210.12,218.31,187.92
192.28,196.75,192.59,218.95,217.03,218.6,216.72,196.4
191.38,206.84,191.69,229.03,216.15,228.67,215.83,206.49
190.1,218.18,190.41,240.36,214.88,240,214.56,217.82
189.15,230.02,189.47,252.19,213.95,251.83,213.63,229.66
190.2,221.11,190.53,243.27,215.02,242.9,214.7,220.75
189.76,213.21,190.09,235.35,214.59,234.98,214.26,212.83
192.72,204.79,193.06,226.92,217.57,226.54,217.24,204.41
191.88,197.67,192.22,219.79,216.75,219.41,216.41,197.29
192.3,190.3,192.64,212.41,217.18,212.03,216.83,189.91
192.71,186.27,193.05,208.37,217.6,207.98,217.26,185.88
193.12,185.23,193.47,207.32,218.03,206.93,217.68,184.84
193.53,184.2,193.89,206.28,218.46,205.88,218.11,183.8
191.82,184.24,192.18,206.32,216.76,205.91,216.4,183.84
196,187.69,196.36,209.75,220.96,209.34,220.6,187.28
194.81,191.63,195.18,213.69,219.79,213.28,219.42,191.22
195.95,195.75,196.32,217.79,220.94,217.37,220.57,195.33
195.59,203.61,195.97,225.64,220.6,225.22,220.23,203.19
195.24,211.47,195.61,233.5,220.26,233.07,219.88,211.05
197.1,221.9,197.49,243.91,222.14,243.48,221.76,221.47
198.57,229.92,198.96,251.92,223.63,251.48,223.24,229.48
201.79,216.69,202.18,238.68,226.86,238.24,226.47,216.25
204.34,205.79,204.73,227.77,229.43,227.33,229.03,205.35
207.89,195.4,208.29,217.37,232.99,216.92,232.6,194.95
209.44,187,209.84,208.96,234.56,208.51,234.16,186.55
213.81,180.26,214.21,202.21,238.94,201.75,238.54,179.8
217.08,196.95,241.83,196.49,241.42,174.55,216.67,175.01
